"","ID","Conscientiousness","Neuroticism","Extraversion","Openness","Agreeableness"
"1","u00",0.0157524300045995,0.840948398368524,-0.158701624789953,1.56498770274455,-0.853789534297083
"2","u01",1.22872422600703,-0.311324453222264,0.410978163655254,0.762395672490499,0.489510940718292
"3","u02",1.11843263386055,1.21050344422892,-0.236867912515204,-1.02781817754444,0.277214765212461
"4","u03",0.69297989800636,0.998459587588553,-1.49882070198347,-2.49472216482555,-1.13935517888256
"5","u04",-1.39428973372099,1.30307760190163,-0.261427987058382,-1.60964529140117,-1.07825791246547
"6","u05",0.957258904288807,-0.776827465912198,1.356106675485,0.291597341586898,0.89134328725042
"7","u07",0.779005423105983,-0.804046420972663,0.219550707553356,-2.33405606724025,-0.286527333667925
"8","u08",0.565293924103321,-0.437241432420102,0.523789674845416,0.34505090506239,-0.372321661448979
"9","u09",-1.25893772538866,-2.31539165811652,-0.0926886179117679,0.922494147764986,0.0747977533163667
"10","u10",1.91398229733216,1.06801538196033,-0.229508513239621,1.11074180284392,-3.0107236988933
"11","u12",-0.191237275788296,-0.889964383338803,0.820736489129247,0.800538407215424,-1.10455397233122
"12","u13",-0.953825885895471,0.993836414673441,0.1735316064665,1.57934335043811,0.265768375433572
"13","u14",0.533974981884297,0.153945704997853,-1.04098686918671,-1.09102636083833,0.37536064651532
"14","u15",0.361226252931634,0.226933538377675,-0.626779072767899,-0.959624526832879,-0.144024209994915
"15","u16",0.157417892315613,1.44740602185586,-2.29862938584999,-0.517134787686155,-0.455545965051871
"16","u17",0.486664314950417,1.20714016091623,-0.193581659977642,2.03239247683782,2.30195760999715
"17","u18",0.847127077079273,1.82680105081565,-0.855914502406337,-1.74741116135485,-1.71256903266307
"18","u19",0.502021335890957,0.487645784663869,-1.46392382244807,-0.288655404786019,-0.0132333337574477
"19","u20",-0.622754631828616,-0.958894417902671,0.874612234982473,0.866260126168219,0.854896511976003
"20","u22",1.37005405327497,-1.21837246328214,0.785092936701639,2.64091882920053,-0.305386970410776
"21","u23",-0.603009407675875,0.6202780359875,-0.0145965848189018,-0.190514272172765,-0.231434883138571
"22","u24",-1.89408885716078,-0.246135314471853,2.03885588239384,0.0552385739129369,-1.48678479927184
"23","u27",-0.65656388919013,-0.308718931345246,0.31802324042233,-0.288765171059498,0.784081875016467
"24","u30",1.5575360891186,-0.663824036819904,0.931793186753301,-0.501293274930195,0.414695748898477
"25","u31",-1.05317974368107,0.705582153962402,2.45038431046428,-0.473675719700537,1.26226525827749
"26","u32",1.6589374826792,-0.726748922955779,0.654796530068974,0.813045270692263,0.69326261004209
"27","u33",-2.66070168352788,0.298555600030019,1.23308994928551,1.81139319060909,-0.277546836841615
"28","u34",0.02516103308865,-0.488281921853885,0.297167248648675,-0.0668493499678462,1.64904699685511
"29","u35",0.88800475159634,0.0407374524556245,-1.9843833357883,-1.8805453431414,-0.105302010547768
"30","u36",-1.22395916597619,-2.59027484843231,2.47683458376415,0.786631079161311,-0.787438277061229
"31","u39",-1.19049910450193,-0.694007239800901,2.51012206094498,0.520582651435809,-0.702385461487621
"32","u42",-1.38056635067497,-0.854707257070678,-0.785577186762733,-0.305138962350999,-0.327303263846953
"33","u43",0.886316121939425,-1.03205686032609,-1.73244832098737,-0.309589597922142,-0.513213962394538
"34","u44",0.348771957948944,-0.923609677240941,0.0700065624796249,0.625233566239134,-0.0891188734167889
"35","u45",-0.746713895790935,-0.0398021224354448,2.17170271948003,-0.0212955525949585,0.358911185129945
"36","u46",0.859468782131459,1.87761311587373,0.475749167603673,0.0614641800771258,0.568615878629002
"37","u47",0.543066654006261,0.285890300963409,0.796410936954576,0.350943754901614,-0.674251525730644
"38","u49",1.35569752564693,0.505378987776432,-2.74657242860341,-0.0522676188187958,1.60141995936307
"39","u50",-0.970681291737004,-0.925621401310389,2.48087285092241,0.796345686865919,-0.732253208350995
"40","u51",1.29024892083779,1.36512910202481,-1.49363338491426,-1.31494514394671,-0.0988060357269246
"41","u52",-2.32904818132308,0.116281015853041,-1.92156722052252,0.427377325868521,-1.3896161768548
"42","u53",-0.686103633721997,1.57666949492038,-0.777466380570731,0.999152750125324,1.54457490286019
"43","u56",-0.33926139525703,-1.32279249862448,-1.85601346649936,0.72649620344313,-0.0360930578996328
"44","u57",-0.686191200793764,-1.76888066551056,-0.125958600378009,-1.26202132065159,0.900610210910547
"45","u58",0.284865887912805,1.17842650608752,-1.26084320509162,-1.35354275773206,1.06078227284306
"46","u59",-0.386377798307773,-0.0377304629176096,-0.413316933933007,-0.80008696818641,1.55872038718948
